web-scraper-order,web-scraper-start-url,superficie,prix,adresse,image link,image link-href
"1706206129-299","https://sn.coinafrique.com/categorie/terrains?page=13","Terrains 225m²  -   Saly","6 500 000CFA","Saly, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/terrains/terrains-225m-saly-4346771"
"1706206129-300","https://sn.coinafrique.com/categorie/terrains?page=13","Terrain 150m² - Keur Massila","6 800 000CFA","Mbour, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massila-4346230"
"1706206129-301","https://sn.coinafrique.com/categorie/terrains?page=13","Terrains 150m² - Mbour","5 000 000CFA","Mbour, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbour-4346224"
"1706206129-302","https://sn.coinafrique.com/categorie/terrains?page=13","Terrains 300 m² - Malikounda","3 500 000CFA","Malikounda, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/terrains/terrains-300-m-malikounda-4346020"
"1706206129-303","https://sn.coinafrique.com/categorie/terrains?page=13","Terrain 160m² - Nord Foire","Prix sur demande","Ouest Foire, Dakar, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/terrains/terrain-160m-nord-foire-4312398"
"1706206129-304","https://sn.coinafrique.com/categorie/terrains?page=13","Terrains 400m²  - Ndiass","Prix sur demande","Ndiass, Sénégal","favorite_border5mois","https://sn.coinafrique.com/annonce/terrains/terrains-400m-ndiass-4345268"
"1706206134-305","https://sn.coinafrique.com/categorie/terrains?page=12","Terrains   - Rufisque Sangalkam","20 000CFA","Rufisque, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrains-rufisque-sangalkam-4328628"
"1706206134-306","https://sn.coinafrique.com/categorie/terrains?page=12","Terrain 400m²  - Thies","4 900 000CFA","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-400m-thies-4364161"
"1706206134-307","https://sn.coinafrique.com/categorie/terrains?page=12","Terrain 180m² -  Keur Massar","13 000 000CFA","Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-180m-keur-massar-4364080"
"1706206134-308","https://sn.coinafrique.com/categorie/terrains?page=12","Vente villa inachevée 5 pièces - Thiés","17 000 000CFA","Rufisque, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/vente-villa-inachevee-5-pieces-thies-4363879"
"1706206134-309","https://sn.coinafrique.com/categorie/terrains?page=12","Terrain 400 m2 - Boa Almadies","220 000 000CFA","Almadies, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-400-m2-boa-almadies-4328121"
"1706206134-310","https://sn.coinafrique.com/categorie/terrains?page=12","Terrain 225 m2 - Almadies","Prix sur demande","Almadies, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-225-m2-almadies-4328107"
"1706206134-311","https://sn.coinafrique.com/categorie/terrains?page=12","Terrain 218 m2 - Yoff","110 000 000CFA","Yoff, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-218-m2-yoff-4328104"
"1706206134-312","https://sn.coinafrique.com/categorie/terrains?page=12","Terrain  à Sangalkam","20 000 000CFA","Rufisque, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-a-sangalkam-4327588"
"1706206141-313","https://sn.coinafrique.com/categorie/terrains?page=11","Terrain 150m²  - Lac rose","2 800 000CFA","Lac rose, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-lac-rose-4376883"
"1706206141-314","https://sn.coinafrique.com/categorie/terrains?page=11","Terrain 300m² - Mbour","Prix sur demande","Mbour, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4376843"
"1706206141-315","https://sn.coinafrique.com/categorie/terrains?page=11","Terrain 150 m² - Keur Simbery","4 500 000CFA","Lac rose, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-simbery-4343048"
"1706206141-316","https://sn.coinafrique.com/categorie/terrains?page=11","Terrains 700 m2 - Thiés","120 000 000CFA","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrains-700-m2-thies-4337161"
"1706206141-317","https://sn.coinafrique.com/categorie/terrains?page=11","Terrain 225 m² - Saly Joseph","6 000 000CFA","Saly, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-225-m-saly-joseph-4376421"
"1706206141-318","https://sn.coinafrique.com/categorie/terrains?page=11","Terrains 225 m²  - Saly","6 000 000CFA","Saly, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrains-225-m-saly-4376318"
"1706206141-319","https://sn.coinafrique.com/categorie/terrains?page=11","Location de terrain de 87784  m²  - Thiès","493 000CFA","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/location-de-terrain-de-87784-m-thies-4336486"
"1706206141-320","https://sn.coinafrique.com/categorie/terrains?page=11","Terrain  40000 m²  - Thies","225 000CFA","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-40000-m-thies-4336449"
"1706206146-321","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Thies","Prix sur demande","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-thies-4391793"
"1706206146-322","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 500 m²  - Saly","28 000 000CFA","Saly, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-500-m-saly-4391729"
"1706206146-323","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain -   Zac mbao","30 000 000CFA","Rufisque, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-zac-mbao-4391471"
"1706206146-324","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 200 m²  - Thies","2 100 000CFA","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-200-m-thies-4391410"
"1706206146-325","https://sn.coinafrique.com/categorie/terrains?page=10","Terrains 250m²   - Parcelle assainies  unité 15","69 900 000CFA","Parcelle Assainies, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrains-250m-parcelle-assainies-unite-15-4355449"
"1706206146-326","https://sn.coinafrique.com/categorie/terrains?page=10","Terrain 150m² - Sebikhotane","5 000 000CFA","Mariste, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-sebikhotane-4390834"
"1706206146-327","https://sn.coinafrique.com/categorie/terrains?page=10","Vente terrains 180 m² - Pout - Thiès","1 290 000CFA","Thies, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-180-m-pout-thies-4355035"
"1706206146-328","https://sn.coinafrique.com/categorie/terrains?page=10","Vente terrains 150 m2 - Yeumbeul","26 500 000CFA","Guediawaye, Dakar, Sénégal","favorite_border4mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-150-m2-yeumbeul-4354991"
"1706206152-329","https://sn.coinafrique.com/categorie/terrains?page=9","Vente terrains 1100 m2 - Mermoz - Sacré coeur - Keur Gorgui...","1 100 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/vente-terrains-1100-m2-mermoz-sacre-coeur-keur-gorgui-4375872"
"1706206152-330","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain - Malika","95 000CFA","Guediawaye, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrain-malika-4415412"
"1706206152-331","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 200m² - Sipres","900 000CFA","Sipres, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrain-200m-sipres-4415336"
"1706206152-332","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 150 m²  - Keur Massar","23 000 000CFA","Keur Massar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-keur-massar-4378187"
"1706206152-333","https://sn.coinafrique.com/categorie/terrains?page=9","Terrains 200 m2 - Ndiass","6 500 000CFA","Ndiass, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrains-200-m2-ndiass-4414678"
"1706206152-334","https://sn.coinafrique.com/categorie/terrains?page=9","Terrains 300m² - Mbour","2 800 000CFA","Mbour, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-4414555"
"1706206152-335","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain 300m² - Yoff Layenne","100 500 000CFA","Yoff, Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-yoff-layenne-4414105"
"1706206152-336","https://sn.coinafrique.com/categorie/terrains?page=9","Terrain  - Tivaouane Peul","7 000 000CFA","Dakar, Sénégal","favorite_border3mois","https://sn.coinafrique.com/annonce/terrains/terrain-tivaouane-peul-4413941"
"1706206157-337","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain 150m²  - Keur Massar Parcelle unité 11","17 000 000CFA","Keur Massar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-parcelle-unite-11-4405803"
"1706206157-338","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain 5043m²  - Noflaye","61 000 000CFA","Rufisque, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-5043m-noflaye-4405702"
"1706206157-339","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain 150m² - Apix Tiv peul","15 000 000CFA","Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-apix-tiv-peul-4437019"
"1706206157-340","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain - Tivaoune Peulh","Prix sur demande","Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-tivaoune-peulh-4436983"
"1706206157-341","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain angle 300 m²  -  Keur Ndiaye Lo","32 000 000CFA","Almadies 2, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-angle-300-m-keur-ndiaye-lo-4436979"
"1706206157-342","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain 300m² - Keur Ndiaye Lo","32 000 000CFA","Almadies 2, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-keur-ndiaye-lo-4436956"
"1706206157-343","https://sn.coinafrique.com/categorie/terrains?page=8","Terrain 350 m² - Thies","18 000 000CFA","Thies, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-350-m-thies-4436381"
"1706206157-344","https://sn.coinafrique.com/categorie/terrains?page=8","Terrains 600m² - Saly","Prix sur demande","Saly, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrains-600m-saly-4436245"
"1706206163-345","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 425m² - Saumone","60 000 000CFA","Mbour, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-425m-saumone-4418644"
"1706206163-346","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 83m² - Gueule Tapée","75 000 000CFA","Gueule Tapée, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-83m-gueule-tapee-4418647"
"1706206163-347","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain  300m² - Tivaouane","5 000 000CFA","Thies, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-tivaouane-4418731"
"1706206163-348","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 300m² - Tivaoune","16 000 000CFA","Thies, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-tivaoune-4418718"
"1706206163-349","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 800m² - Kounoune","45 000 000CFA","Almadies 2, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-800m-kounoune-4418634"
"1706206163-350","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 300m² - Tivaoune","4 500 000CFA","Thies, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-tivaoune-4418721"
"1706206163-351","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 300m² -  Tivaoune","19 000 000CFA","Thies, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-tivaoune-4418722"
"1706206163-352","https://sn.coinafrique.com/categorie/terrains?page=7","Terrain 38964m²  - Notto","25 000CFA","Thies, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-38964m-notto-4418631"
"1706206169-353","https://sn.coinafrique.com/categorie/terrains?page=6","Terrains - Thiès","2 000 000CFA","Diamniadio, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrains-thies-4473660"
"1706206169-354","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain - Lac Rose","12 000 000CFA","Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-lac-rose-4473655"
"1706206169-355","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain 150m² - Keur Massar","Prix sur demande","Dakar Plateau, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-keur-massar-4473597"
"1706206169-356","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain 150m² - Niague","5 000 000CFA","Keur Massar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-150m-niague-4462288"
"1706206169-357","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain 150 m2 - Lac Rose","4 000 000CFA","Hann Bel-Air, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-lac-rose-4473466"
"1706206169-358","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain 4 ha - Notto","Prix sur demande","Mboro, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-4-ha-notto-4473051"
"1706206169-359","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain 200m² - Thies","15 000 000CFA","Keur Massar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-200m-thies-4461173"
"1706206169-360","https://sn.coinafrique.com/categorie/terrains?page=6","Terrain 360 m² + TF - Cité Keur Gorgui","375 000 000CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border2mois","https://sn.coinafrique.com/annonce/terrains/terrain-360-m-tf-cite-keur-gorgui-4434491"
"1706206175-361","https://sn.coinafrique.com/categorie/terrains?page=5","Terrain 225m²  - Thies","350 000CFA","Thies, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-4490703"
"1706206175-362","https://sn.coinafrique.com/categorie/terrains?page=5","Terrain 225m²  - Thiès","750 000CFA","Mbour, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-225m-thies-4490674"
"1706206175-363","https://sn.coinafrique.com/categorie/terrains?page=5","Vente villa á démolir - Dieuppeul-Derklé","135 000 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-dieuppeul-derkle-4452134"
"1706206175-364","https://sn.coinafrique.com/categorie/terrains?page=5","Vente villa à démolir - Zac Mbao","20 000 000CFA","Mbao, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/vente-villa-a-demolir-zac-mbao-4450535"
"1706206175-365","https://sn.coinafrique.com/categorie/terrains?page=5","Terrain 300m²  - Saly","24 500 000CFA","Saly, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-saly-4488957"
"1706206175-366","https://sn.coinafrique.com/categorie/terrains?page=5","Terrain 4577 m² - Pikine","520 000 000CFA","Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-4577-m-pikine-4488614"
"1706206175-367","https://sn.coinafrique.com/categorie/terrains?page=5","Terrain 2 lots - Almadies","125 000 000CFA","Almadies, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-2-lots-almadies-4488380"
"1706206175-368","https://sn.coinafrique.com/categorie/terrains?page=5","Terrain 150 m² - Toubab Dialaw","2 000 000CFA","Ndiass, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-toubab-dialaw-4488285"
"1706206181-369","https://sn.coinafrique.com/categorie/terrains?page=4","Terrain - Yéne","7 500 000CFA","Toubab Dialao, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-yene-4513792"
"1706206181-370","https://sn.coinafrique.com/categorie/terrains?page=4","Terrains 140m²  - grand Dakar","80 000 000CFA","Grand Dakar, Dakar, Sénégal","favorite_border","https://sn.coinafrique.com/annonce/terrains/terrains-140m-grand-dakar-4475918"
"1706206181-371","https://sn.coinafrique.com/categorie/terrains?page=4","Terrain 668 m²  - Point E","801 600 000CFA","Point E, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-668-m-point-e-4478656"
"1706206181-372","https://sn.coinafrique.com/categorie/terrains?page=4","Terrains 9700 m2 - Ouakam Cité Africa Corniche","1 300 000CFA","Ouakam, Dakar, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrains-9700-m2-ouakam-cite-africa-corniche-4472068"
"1706206181-373","https://sn.coinafrique.com/categorie/terrains?page=4","Terrain - Touba Dindi","4 000 000CFA","Touba, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-touba-dindi-4512676"
"1706206181-374","https://sn.coinafrique.com/categorie/terrains?page=4","Terrain 300m²  - Mbour","8 000 000CFA","Mbour, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrain-300m-mbour-4474371"
"1706206181-375","https://sn.coinafrique.com/categorie/terrains?page=4","Terrains 600m²  - Mbour","23 000 000CFA","Mbour, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrains-600m-mbour-4474309"
"1706206181-376","https://sn.coinafrique.com/categorie/terrains?page=4","Terrains 300m²  - Mbour","12 000 000CFA","Mbour, Sénégal","favorite_border1mois","https://sn.coinafrique.com/annonce/terrains/terrains-300m-mbour-4474299"
"1706206185-377","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain 150m² - Zac Mbao","21 000 000CFA","Rufisque, Sénégal","favorite_border20jours","https://sn.coinafrique.com/annonce/terrains/terrain-150m-zac-mbao-4527880"
"1706206185-378","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain - Diass","5 000 000CFA","Thies, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrain-diass-4527496"
"1706206185-379","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain 178m² - Thiaroye","Prix sur demande","Mbao, Dakar, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrain-178m-thiaroye-4527127"
"1706206185-380","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain 500m² - Mbour Malicounda","20 000 000CFA","Saly, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrain-500m-mbour-malicounda-4526955"
"1706206185-381","https://sn.coinafrique.com/categorie/terrains?page=3","Terrains 400m²  - Saly","19 000 000CFA","Saly, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrains-400m-saly-4526782"
"1706206185-382","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain - Warang Mbour","50 000 000CFA","Mbao, Dakar, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrain-warang-mbour-4525956"
"1706206185-383","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain 158 m² - Mbao","23 000 000CFA","Mbao, Dakar, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrain-158-m-mbao-4525869"
"1706206185-384","https://sn.coinafrique.com/categorie/terrains?page=3","Terrain 150 m2 - VDN 3","40 000 000CFA","Dakar, Sénégal","favorite_border21jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-vdn-3-4525867"
"1706206189-385","https://sn.coinafrique.com/categorie/terrains?page=2","Terrain 300m² - Yène Noukhoura","6 500 000CFA","Toubab Dialao, Sénégal","favorite_border12jours","https://sn.coinafrique.com/annonce/terrains/terrain-300m-yene-noukhoura-4500970"
"1706206189-386","https://sn.coinafrique.com/categorie/terrains?page=2","Terrain 600 m²  -Toubab Dialao","14 000 000CFA","Toubab Dialao, Sénégal","favorite_border12jours","https://sn.coinafrique.com/annonce/terrains/terrain-600-m-toubab-dialao-4500959"
"1706206189-387","https://sn.coinafrique.com/categorie/terrains?page=2","Terrain 600m² - Toubab Dialao","14 000 000CFA","Toubab Dialao, Sénégal","favorite_border12jours","https://sn.coinafrique.com/annonce/terrains/terrain-600m-toubab-dialao-4500951"
"1706206189-388","https://sn.coinafrique.com/categorie/terrains?page=2","Terrain 300m²  - Toubab Dialao","8 000 000CFA","Toubab Dialao, Sénégal","favorite_border12jours","https://sn.coinafrique.com/annonce/terrains/terrain-300m-toubab-dialao-4500935"
"1706206189-389","https://sn.coinafrique.com/categorie/terrains?page=2","Terrain 150m²  - Toubab Dialao","4 000 000CFA","Toubab Dialao, Sénégal","favorite_border12jours","https://sn.coinafrique.com/annonce/terrains/terrain-150m-toubab-dialao-4500920"
"1706206189-390","https://sn.coinafrique.com/categorie/terrains?page=2","Terrains - Ndiakhirate","8 000 000CFA","Rufisque, Sénégal","favorite_border12jours","https://sn.coinafrique.com/annonce/terrains/terrains-ndiakhirate-4543321"
"1706206189-391","https://sn.coinafrique.com/categorie/terrains?page=2","Terrain 200m²- Almadies","85 000 000CFA","Dakar, Sénégal","favorite_border13jours","https://sn.coinafrique.com/annonce/terrains/terrain-200m-almadies-4542130"
"1706206189-392","https://sn.coinafrique.com/categorie/terrains?page=2","Vente villas à démolir - Médina","135 000 000CFA","Medina, Dakar, Sénégal","favorite_border13jours","https://sn.coinafrique.com/annonce/terrains/vente-villas-a-demolir-medina-4541677"
"1706206194-393","https://sn.coinafrique.com/categorie/terrains?page=1","Terrain - Ouakam Comico","120 000 000CFA","Ouakam, Dakar, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrain-ouakam-comico-4558912"
"1706206194-394","https://sn.coinafrique.com/categorie/terrains?page=1","Terrain 150m² -300m²  - Diamniadio","5 000 000CFA","Diamniadio, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrain-150m-300m-diamniadio-4515307"
"1706206194-395","https://sn.coinafrique.com/categorie/terrains?page=1","Terrain 150 m2 - Keur Massar","16 000 000CFA","Dakar, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-4548880"
"1706206194-396","https://sn.coinafrique.com/categorie/terrains?page=1","Terrain 150 m2 - Keur Massar","15 000 000CFA","Dakar, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m2-keur-massar-4548851"
"1706206194-397","https://sn.coinafrique.com/categorie/terrains?page=1","Terrain 150 m² - Rufisque sortie 9","15 000 000CFA","Rufisque, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrain-150-m-rufisque-sortie-9-4558515"
"1706206194-398","https://sn.coinafrique.com/categorie/terrains?page=1","Terrain 300m² - Dakar","100 000 000CFA","Dakar, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrain-300m-dakar-4558483"
"1706206194-399","https://sn.coinafrique.com/categorie/terrains?page=1","Terrains 300 m2 - Ndiass","7 000 000CFA","Ndiass, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrains-300-m2-ndiass-4554180"
"1706206194-400","https://sn.coinafrique.com/categorie/terrains?page=1","Terrains 225m²  - Thiès","300 000CFA","Thies, Sénégal","favorite_border2jours","https://sn.coinafrique.com/annonce/terrains/terrains-225m-thies-4558198"
